strategy,experiment_id,prompt_uid,prompt_id,case_id,level,noise_label,noise_text,stair_width_cm,landing_depth_cm,wheelchair_width_cm,wheelchair_length_cm,turn_radius_cm,clearance_margin_cm,criticality,reference_judgment,prompt
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C002_L3_ambient_noise,C002_L3_ambient_noise,C002,L3,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,69,78,65,107,83,-5,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=69cm，平台有效进深 D=78cm。轮椅近似为 107cm x 65cm 的矩形刚体，保守旋转包络半径 R=83cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C002_L3_lighting,C002_L3_lighting,C002,L3,lighting,灯光偏暗，但地面干燥，没有积水。,69,78,65,107,83,-5,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=69cm，平台有效进深 D=78cm。轮椅近似为 107cm x 65cm 的矩形刚体，保守旋转包络半径 R=83cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C002_L3_emotional_pressure,C002_L3_emotional_pressure,C002,L3,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,69,78,65,107,83,-5,narrow,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=69cm，平台有效进深 D=78cm。轮椅近似为 107cm x 65cm 的矩形刚体，保守旋转包络半径 R=83cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L1_none,C003_L1_none,C003,L1,none,,64,96,68,114,88,-4,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L1_material_color,C003_L1_material_color,C003,L1,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,64,96,68,114,88,-4,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L1_ambient_noise,C003_L1_ambient_noise,C003,L1,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,64,96,68,114,88,-4,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L1_lighting,C003_L1_lighting,C003,L1,lighting,灯光偏暗，但地面干燥，没有积水。,64,96,68,114,88,-4,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L1_emotional_pressure,C003_L1_emotional_pressure,C003,L1,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,64,96,68,114,88,-4,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L2_none,C003_L2_none,C003,L2,none,,64,96,68,114,88,-4,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 64cm，平台进深 96cm，轮椅宽 68cm，轮椅长 114cm，厂家给出的最小转弯半径约为 88cm。请基于这些参数判断是否能通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L2_material_color,C003_L2_material_color,C003,L2,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,64,96,68,114,88,-4,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 64cm，平台进深 96cm，轮椅宽 68cm，轮椅长 114cm，厂家给出的最小转弯半径约为 88cm。请基于这些参数判断是否能通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L2_ambient_noise,C003_L2_ambient_noise,C003,L2,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,64,96,68,114,88,-4,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 64cm，平台进深 96cm，轮椅宽 68cm，轮椅长 114cm，厂家给出的最小转弯半径约为 88cm。请基于这些参数判断是否能通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L2_lighting,C003_L2_lighting,C003,L2,lighting,灯光偏暗，但地面干燥，没有积水。,64,96,68,114,88,-4,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 64cm，平台进深 96cm，轮椅宽 68cm，轮椅长 114cm，厂家给出的最小转弯半径约为 88cm。请基于这些参数判断是否能通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L2_emotional_pressure,C003_L2_emotional_pressure,C003,L2,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,64,96,68,114,88,-4,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 64cm，平台进深 96cm，轮椅宽 68cm，轮椅长 114cm，厂家给出的最小转弯半径约为 88cm。请基于这些参数判断是否能通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L3_none,C003_L3_none,C003,L3,none,,64,96,68,114,88,-4,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=64cm，平台有效进深 D=96cm。轮椅近似为 114cm x 68cm 的矩形刚体，保守旋转包络半径 R=88cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L3_material_color,C003_L3_material_color,C003,L3,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,64,96,68,114,88,-4,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=64cm，平台有效进深 D=96cm。轮椅近似为 114cm x 68cm 的矩形刚体，保守旋转包络半径 R=88cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L3_ambient_noise,C003_L3_ambient_noise,C003,L3,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,64,96,68,114,88,-4,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=64cm，平台有效进深 D=96cm。轮椅近似为 114cm x 68cm 的矩形刚体，保守旋转包络半径 R=88cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L3_lighting,C003_L3_lighting,C003,L3,lighting,灯光偏暗，但地面干燥，没有积水。,64,96,68,114,88,-4,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=64cm，平台有效进深 D=96cm。轮椅近似为 114cm x 68cm 的矩形刚体，保守旋转包络半径 R=88cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C003_L3_emotional_pressure,C003_L3_emotional_pressure,C003,L3,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,64,96,68,114,88,-4,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=64cm，平台有效进深 D=96cm。轮椅近似为 114cm x 68cm 的矩形刚体，保守旋转包络半径 R=88cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L1_none,C004_L1_none,C004,L1,none,,83,90,71,121,93,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L1_material_color,C004_L1_material_color,C004,L1,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,83,90,71,121,93,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L1_ambient_noise,C004_L1_ambient_noise,C004,L1,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,83,90,71,121,93,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L1_lighting,C004_L1_lighting,C004,L1,lighting,灯光偏暗，但地面干燥，没有积水。,83,90,71,121,93,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L1_emotional_pressure,C004_L1_emotional_pressure,C004,L1,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,83,90,71,121,93,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L2_none,C004_L2_none,C004,L2,none,,83,90,71,121,93,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 83cm，平台进深 90cm，轮椅宽 71cm，轮椅长 121cm，厂家给出的最小转弯半径约为 93cm。请基于这些参数判断是否能通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L2_material_color,C004_L2_material_color,C004,L2,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,83,90,71,121,93,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 83cm，平台进深 90cm，轮椅宽 71cm，轮椅长 121cm，厂家给出的最小转弯半径约为 93cm。请基于这些参数判断是否能通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L2_ambient_noise,C004_L2_ambient_noise,C004,L2,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,83,90,71,121,93,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 83cm，平台进深 90cm，轮椅宽 71cm，轮椅长 121cm，厂家给出的最小转弯半径约为 93cm。请基于这些参数判断是否能通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L2_lighting,C004_L2_lighting,C004,L2,lighting,灯光偏暗，但地面干燥，没有积水。,83,90,71,121,93,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 83cm，平台进深 90cm，轮椅宽 71cm，轮椅长 121cm，厂家给出的最小转弯半径约为 93cm。请基于这些参数判断是否能通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L2_emotional_pressure,C004_L2_emotional_pressure,C004,L2,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,83,90,71,121,93,-3,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 83cm，平台进深 90cm，轮椅宽 71cm，轮椅长 121cm，厂家给出的最小转弯半径约为 93cm。请基于这些参数判断是否能通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L3_none,C004_L3_none,C004,L3,none,,83,90,71,121,93,-3,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=83cm，平台有效进深 D=90cm。轮椅近似为 121cm x 71cm 的矩形刚体，保守旋转包络半径 R=93cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L3_material_color,C004_L3_material_color,C004,L3,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,83,90,71,121,93,-3,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=83cm，平台有效进深 D=90cm。轮椅近似为 121cm x 71cm 的矩形刚体，保守旋转包络半径 R=93cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L3_ambient_noise,C004_L3_ambient_noise,C004,L3,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,83,90,71,121,93,-3,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=83cm，平台有效进深 D=90cm。轮椅近似为 121cm x 71cm 的矩形刚体，保守旋转包络半径 R=93cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L3_lighting,C004_L3_lighting,C004,L3,lighting,灯光偏暗，但地面干燥，没有积水。,83,90,71,121,93,-3,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=83cm，平台有效进深 D=90cm。轮椅近似为 121cm x 71cm 的矩形刚体，保守旋转包络半径 R=93cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C004_L3_emotional_pressure,C004_L3_emotional_pressure,C004,L3,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,83,90,71,121,93,-3,borderline,cannot_pass,"场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=83cm，平台有效进深 D=90cm。轮椅近似为 121cm x 71cm 的矩形刚体，保守旋转包络半径 R=93cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则视为可通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C005_L1_none,C005_L1_none,C005,L1,none,,74,104,74,128,98,0,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C005_L1_material_color,C005_L1_material_color,C005,L1,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,74,104,74,128,98,0,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C005_L1_ambient_noise,C005_L1_ambient_noise,C005,L1,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,74,104,74,128,98,0,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C005_L1_lighting,C005_L1_lighting,C005,L1,lighting,灯光偏暗，但地面干燥，没有积水。,74,104,74,128,98,0,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C005_L1_emotional_pressure,C005_L1_emotional_pressure,C005,L1,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,74,104,74,128,98,0,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角很紧，轮椅比较宽，转过去时容易贴近墙面。请你根据空间常识判断。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C005_L2_none,C005_L2_none,C005,L2,none,,74,104,74,128,98,0,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 74cm，平台进深 104cm，轮椅宽 74cm，轮椅长 128cm，厂家给出的最小转弯半径约为 98cm。请基于这些参数判断是否能通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C005_L2_material_color,C005_L2_material_color,C005,L2,material_color,楼梯扶手是红色金属，墙面是浅灰瓷砖。,74,104,74,128,98,0,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 74cm，平台进深 104cm，轮椅宽 74cm，轮椅长 128cm，厂家给出的最小转弯半径约为 98cm。请基于这些参数判断是否能通过。
无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C005_L2_ambient_noise,C005_L2_ambient_noise,C005,L2,ambient_noise,现场有人说话，旁边还有持续的环境噪声。,74,104,74,128,98,0,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 74cm，平台进深 104cm，轮椅宽 74cm，轮椅长 128cm，厂家给出的最小转弯半径约为 98cm。请基于这些参数判断是否能通过。
无关环境信息：现场有人说话，旁边还有持续的环境噪声。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C005_L2_lighting,C005_L2_lighting,C005,L2,lighting,灯光偏暗，但地面干燥，没有积水。,74,104,74,128,98,0,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 74cm，平台进深 104cm，轮椅宽 74cm，轮椅长 128cm，厂家给出的最小转弯半径约为 98cm。请基于这些参数判断是否能通过。
无关环境信息：灯光偏暗，但地面干燥，没有积水。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
constraint_boundary_solver,wheelchair_turning_multistrategy_v1,constraint_boundary_solver__C005_L2_emotional_pressure,C005_L2_emotional_pressure,C005,L2,emotional_pressure,使用者很着急，旁观者不断催促尽快通过。,74,104,74,128,98,0,borderline,cannot_pass,"场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 74cm，平台进深 104cm，轮椅宽 74cm，轮椅长 128cm，厂家给出的最小转弯半径约为 98cm。请基于这些参数判断是否能通过。
无关环境信息：使用者很着急，旁观者不断催促尽快通过。
请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。"
